"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"15","1553043_a_at","CD300LF","146722","CD300 molecule like family member f",-0.906604360510006,3.16929456087458,-2.45963421742673,0.0201370210156737,0.0293901496168745,-4.11690314270112
"16","1553099_at","TIGD1","200765","tigger transposable element derived 1",0.779286303633624,2.83150100206068,1.79998768713807,0.0823176753028773,0.104141791036576,-5.35618340967537
"17","1553103_at","NFX1","4799","nuclear transcription factor, X-box binding 1",1.48776909966547,4.04796945898304,3.74244856694446,0.000805041155850859,0.0018025242075263,-1.08968761823558
"18","1553107_s_at","C5orf24","134553","chromosome 5 open reading frame 24",-0.993441755639266,3.9523429912647,-2.64868618031211,0.0129600084703081,0.0198707004157363,-3.71413107940887
"19","1553145_at","TAPT1-AS1","202020","TAPT1 antisense RNA 1 (head to head)",1.62022797155585,4.34049809751856,4.10137086745115,0.000305466192822052,0.000794566379138289,-0.153379817271781
"20","1553260_s_at","C2CD6","151254","C2 calcium dependent domain containing 6",0.509623120323824,4.77710337350969,0.692603426789916,0.494090403247145,0.53077247416411,-6.68520606966012
"21","1553292_s_at","RSKR","124923","ribosomal protein S6 kinase related",0.857652198465538,2.23657271477695,2.90369903698298,0.00699810263046351,0.0116596534540575,-3.14299747351616
"22","1553335_x_at","BASP1-AS1","285696","BASP1 antisense RNA 1",-0.00671240223296454,3.14889316348693,-0.0164117791766498,0.987018738020523,0.987508580541514,-6.92885346451138
"23","1553447_at","AGBL1","123624","ATP/GTP binding protein like 1",0.327906242946268,3.59869665314799,0.842173586560781,0.406611039768772,0.443645612850414,-6.56996320592789
"24","1553471_at","SLC35G3","146861","solute carrier family 35 member G3",-0.0414284106360823,4.3220529987736,-0.10358553571119,0.918214244856687,0.924874641960723,-6.92349391720432
"25","1553551_s_at","ND2","4536","MTND2",-2.90160592434574,8.39181231095846,-8.67124936561481,1.5629259896035e-09,3.07782059513626e-08,11.8620813233076
"26","1553567_s_at","ATP6","4508","ATP synthase F0 subunit 6",-0.641014725549323,6.48111943554756,-1.68057524445179,0.103631636107629,0.128135042868759,-5.54874673682524
"27","1553569_at","COX2","4513","cytochrome c oxidase subunit II",-1.34574225337715,7.78886455513491,-3.54156369784052,0.00137196259355786,0.00285790143972812,-1.60125604959886
"28","1553581_s_at","SREK1IP1","285672","SREK1 interacting protein 1",-0.837415492615263,4.18323188295988,-2.35856074687299,0.0253291535891443,0.0361320823460691,-4.32430107289853
"29","1553613_s_at","FOXC1","2296","forkhead box C1",-3.07762958623706,5.61270200616179,-4.71016826620646,5.72462516369381e-05,0.000192265489066821,1.47887984978969
"30","1553706_at","HTRA4","203100","HtrA serine peptidase 4",-1.65833377696987,7.87808599039255,-2.75843261414082,0.00996985518803925,0.0157774619341883,-3.47204355457061
"31","1553713_a_at","RHEBL1","121268","RHEB like 1",-2.45144711560566,4.59751096737908,-5.95645400771875,1.82396963706914e-06,1.08166326211388e-05,4.87157537307838
"32","1553857_at","IGSF22","283284","immunoglobulin superfamily member 22",0.046449351175716,4.05864291888758,0.125784209607439,0.900774300708471,0.910244268325431,-6.92088586677679
"33","1553858_at","ZBTB3","79842","zinc finger and BTB domain containing 3",-0.178345112595487,4.91635833784315,-0.484898814860516,0.631405852351329,0.65984608489317,-6.80899237530332
"34","1553873_at","KLHL34","257240","kelch like family member 34",0.346302505447423,3.83275839562697,0.721731184666538,0.476262891534334,0.51339740804382,-6.66445769512509
"35","1553959_a_at","B3GALT6","126792","beta-1,3-galactosyltransferase 6",-2.03871656718219,7.78014775482959,-5.64061254872803,4.34764734409861e-06,2.18953655478918e-05,4.01374862847147
"36","1553979_at","ZNF121","7675","zinc finger protein 121",0.929919833845783,2.67716032131755,2.54177958887974,0.0166577708845466,0.0248604144402642,-3.94419663830627
"37","1554078_s_at","DNAJA3","9093","DnaJ heat shock protein family (Hsp40) member A3",0.349743376067586,8.43177404306998,0.969254617859745,0.340465865678001,0.378014493878463,-6.45530128055823
"38","1554080_at","CNOT9","9125","CCR4-NOT transcription complex subunit 9",0.841822968872608,3.41076031962729,1.86853095482982,0.0718627167766732,0.0921275921331946,-5.24090087562756
"39","1554085_at","DDX51","317781","DEAD-box helicase 51",0.228591336784674,4.37102880083159,0.66362654905748,0.512192491903653,0.547740686043721,-6.70502639553639
"40","1554167_a_at","GOLGA7","51125","golgin A7",-0.751753781607931,3.2643098165705,-2.23670860568184,0.0331935748368456,0.0458598431267439,-4.56646386479393
"41","1554239_s_at","ZADH2","284273","zinc binding alcohol dehydrogenase domain containing 2",-0.984500091878074,4.50011148795879,-3.30479468206911,0.00254371973282641,0.00482843611496776,-2.18981085782058
"42","1554356_at","GINS4","84296","GINS complex subunit 4",1.01642018392077,3.66129874505931,2.95170176179815,0.00621583091116945,0.0104949014589674,-3.03223464842542
"43","1554455_at","LINS1","55180","lines homolog 1",-0.0767138491921067,4.90196478452884,-0.14823016765,0.8831912387387,0.894491477869576,-6.91773609531638
"44","1554595_at","SYMPK","8189","symplekin",0.674683549675667,8.27326311406311,1.77939919928211,0.0857013967411569,0.108016402948502,-5.39014257913143
"45","1554667_s_at","METTL8","79828","methyltransferase like 8",-0.804704447648835,3.86804641482157,-1.71807832577257,0.0964875639806252,0.120333733639105,-5.48942302883502
"46","1554703_at","ARHGEF10","9639","Rho guanine nucleotide exchange factor 10",0.901997794487928,3.91346790715971,2.73991769956931,0.010424249522584,0.0164001150906749,-3.51328999253886
"47","1555136_at","FGD6","55785","FYVE, RhoGEF and PH domain containing 6",2.02462082768905,3.80788602710571,4.38461300965962,0.000140640393956133,0.000408497382224627,0.600795652346202
"48","1555225_at","C1orf43","25912","chromosome 1 open reading frame 43",-1.19157571683737,3.22080976433147,-2.56547844283412,0.0157624579449923,0.023637831621075,-3.89370364273657
"49","1555372_at","BCL2L11","10018","BCL2 like 11",2.13800811250308,6.3383207410781,3.86181150301924,0.000584481953835737,0.00137824395305775,-0.781174902831817
"50","1555374_at","TTL","150465","tubulin tyrosine ligase",0.193163982886785,5.13806512228241,0.485751856322079,0.630808200613211,0.659392207632194,-6.80857152609078
"51","1555420_a_at","KLF7","8609","Kruppel like factor 7",-0.433422481161119,2.95665529005312,-0.984540563300689,0.333026519459205,0.370263855427378,-6.44049072863902
"52","1555480_a_at","FBLIM1","54751","filamin binding LIM protein 1",-0.179650513038971,3.79132489157409,-0.444854470912838,0.659741162866622,0.687677530207217,-6.82792840865197
"53","1555495_a_at","CWC27","10283","CWC27 spliceosome associated cyclophilin",0.435571657627302,3.65028851934511,1.05326330365999,0.300953070515283,0.337298041551971,-6.37124122955113
"54","1555575_a_at","KDELR1","10945","KDEL endoplasmic reticulum protein retention receptor 1",-1.36057918218056,7.29459253487163,-4.49898154327616,0.000102629411877438,0.000312690517546579,0.908148570467802
"55","1555579_s_at","PTPRM","5797","protein tyrosine phosphatase receptor type M",-1.01174796376714,3.03781454304917,-2.98701403431899,0.00569403235766372,0.00975670994392547,-2.95013940882499
"56","1555689_at","CD80","941","CD80 molecule",-1.88980410985855,3.7424148704705,-3.53824068840098,0.00138402226115107,0.00287678391623782,-1.6096299154516
"57","1555758_a_at","CDKN3","1033","cyclin dependent kinase inhibitor 3",1.23288151719682,3.19194775370849,3.72852852772125,0.000835538057838865,0.00186460317274489,-1.12545756027628
"58","1555832_s_at","KLF6","1316","Kruppel like factor 6",-0.870667254195125,5.19094676330954,-2.23352058442583,0.0334261087249407,0.0461495215193522,-4.57267985053483
"59","1555837_s_at","POLR2B","5431","RNA polymerase II subunit B",1.46242895167524,5.61508727512848,3.35760124408715,0.00221903853361532,0.00428010442436934,-2.06003494760145
"60","1555851_s_at","SELENOW","6415","selenoprotein W",-3.16695500439023,7.96909219374089,-9.75778658178595,1.19778095068031e-10,3.77768882648157e-09,14.3964856404444
"61","1555870_at","RNF207","388591","ring finger protein 207",-1.42990809336218,3.93298154351694,-4.58480636143952,8.09756258911091e-05,0.000255389532595631,1.13964349744985
"62","1555878_at","RPS24","6229","ribosomal protein S24",-0.422308758958971,2.99683928320873,-1.29255273013598,0.206411798725061,0.239518376387776,-6.09691153732873
"63","1555889_a_at","CRTAP","10491","cartilage associated protein",-1.84348291678534,7.00376232194802,-4.19520642196093,0.000236451668840868,0.000638925961921409,0.0952173818091273
"64","1555989_at","DAAM1","23002","dishevelled associated activator of morphogenesis 1",2.77450591030443,4.61611000480841,4.36687656735501,0.00014767089139274,0.000427345798245514,0.553259888570232
"65","1556057_s_at","NEUROD1","4760","neuronal differentiation 1",0.0529036656165136,3.48097829281489,0.125392953743771,0.901081273371024,0.910326601751457,-6.92093620014019
"66","1556308_at","PRRT3","285368","proline rich transmembrane protein 3",-1.04051168696865,4.12771420088118,-2.96877437736984,0.00595813766871574,0.0101275796920444,-2.99260780944998
"67","1556316_s_at","MIF-AS1","284889","MIF antisense RNA 1",-1.55779754212518,6.3402645036181,-4.18005068279029,0.000246452827759469,0.000660644133907686,0.0549743975103691
"68","1556346_at","COTL1","23406","coactosin like F-actin binding protein 1",-0.627706148127786,4.36992899107705,-1.66942390861782,0.105839396255905,0.130624776118951,-5.56617945674368
"69","1556364_at","ADAMTS9-AS2","100507098","ADAMTS9 antisense RNA 2",0.863895970005172,4.28943177272378,1.52958087898667,0.137000947248165,0.165244345396128,-5.77656959037637
"70","1556467_at","ZNF80","7634","zinc finger protein 80",1.21701259884535,3.76362026857498,3.81222249408708,0.00066782090120852,0.00153968759461953,-0.909724994635087
"71","1556499_s_at","COL1A1","1277","collagen type I alpha 1 chain",-3.91884088980129,7.25617041044227,-7.92857166451993,9.88949035563074e-09,1.42077838312033e-07,10.0369179733588
"72","1556744_a_at","ZNF654","55279","zinc finger protein 654",0.756139328226967,4.18639592182026,1.35242298560416,0.186735307798699,0.218317531880495,-6.02044110662075
"73","1556821_x_at","DLEU2","8847","deleted in lymphocytic leukemia 2",3.172625546989,4.39044671964434,7.50448651508781,2.92707361762993e-08,3.52734214757374e-07,8.96234680235055
"74","1556950_s_at","SERPINB6","5269","serpin family B member 6",-2.1968447831178,4.64842220151791,-5.02254804410174,2.40778225769516e-05,9.17001601350505e-05,2.32823902795706
"75","1557070_at","TFAP2A-AS1","100130275","TFAP2A antisense RNA 1",-0.654987887723156,3.86234105545613,-1.52154293295876,0.138998297828815,0.167303556450485,-5.788191340666
"76","1557089_at","KIF5C","3800","kinesin family member 5C",-0.036873342791818,5.92649242577057,-0.0691724201563886,0.945329103184641,0.949799300536684,-6.92653969771547
"77","1557165_s_at","KLHL18","23276","kelch like family member 18",-0.649111505867672,4.01981134099482,-1.44693701065705,0.158682266222906,0.18830109016516,-5.89355922066237
"78","1557293_at","MIR570HG","440993","MIR570 host gene",1.53113123970731,2.88392384054065,4.5890100637243,8.00403588378004e-05,0.000253429747943687,1.15099892441067
"79","1557347_at","MCPH1","79648","microcephalin 1",0.264015158267042,4.16787395998205,0.54916745288415,0.587111934350727,0.619328685386434,-6.77525220644185
"80","1557360_at","LRPPRC","10128","leucine rich pentatricopeptide repeat containing",0.904546463464777,5.81702070262292,2.28080754690906,0.0301232035375145,0.0421369967709446,-4.47984611349426
"81","1557432_at","RASAL2","9462","RAS protein activator like 2",-0.491093487111845,2.74824196447276,-1.05431508502277,0.300479593899785,0.337032453763326,-6.37014772421544
"82","1557458_s_at","SHB","6461","SH2 domain containing adaptor protein B",-1.39058197670766,3.32118506247863,-3.1908844697425,0.00340669990735741,0.00621738134086884,-2.4665819268919
"83","1557570_a_at","LINC01305","285084","long intergenic non-protein coding RNA 1305",0.0982954566917851,4.3151989441164,0.169215271317283,0.866806972030856,0.880398652665197,-6.91432533976773
"84","1557633_at","POM121L8P","29797","POM121 transmembrane nucleoporin like 8, pseudogene",0.322754631632898,4.23172013858415,0.825024134614009,0.416120620199348,0.453041786338934,-6.58426751079352
"85","1557828_a_at","TMEM267","64417","transmembrane protein 267",1.99892989979607,5.60741271621234,4.23484174502473,0.000212150337856333,0.000585407323257701,0.200618448972781
"86","1557965_at","MTERF4","130916","mitochondrial transcription termination factor 4",0.790804765299503,4.39220892327169,2.27174478951817,0.0307324033297182,0.0428555137278315,-4.49774284915265
"87","1558142_at","TNRC6B","23112","trinucleotide repeat containing adaptor 6B",0.985692371873115,3.28978545202589,2.93519832932895,0.00647493918099434,0.0108823186817961,-3.07042490959407
"88","1558369_at","MPHOSPH9","10198","M-phase phosphoprotein 9",0.883954831726833,3.84767547022057,2.36551629904708,0.0249360631436472,0.0356721782108093,-4.31021439453424
"89","1558467_a_at","UGGT2","55757","UDP-glucose glycoprotein glucosyltransferase 2",0.428782558951711,3.56551909243027,0.910064408757664,0.370321663145161,0.408466818064758,-6.51059667056449
"90","1558508_a_at","C1orf53","388722","chromosome 1 open reading frame 53",-1.99188293969582,3.30201413457769,-5.63690011750717,4.39240924499318e-06,2.20549205497979e-05,4.00364107257019
"91","1558546_at","DNASE1","1773","deoxyribonuclease 1",0.798863173524132,4.79251370892501,2.14169849474306,0.0407840557262327,0.0553615443735041,-4.74900540365808
"92","1558620_at","ZNF621","285268","zinc finger protein 621",1.09700337410106,3.00914753833697,3.34365009070883,0.00230070979346011,0.00442073557172701,-2.0944081559072
"93","1558685_a_at","CH17-340M24.3","158960","uncharacterized protein BC009467",-0.982203826431972,5.37356693819033,-2.45093813609627,0.0205420180145008,0.0299271478616167,-4.13497187272016
"94","1558956_s_at","IFT80","57560","intraflagellar transport 80",1.06197369439057,2.36078699949755,3.38038464300988,0.0020916364788913,0.00407525891181669,-2.00376838928811
"95","1559025_at","SEPTIN9","10801","septin 9",2.15210679445102,3.52949661811582,5.49745293464957,6.45648009260555e-06,3.04851580512849e-05,3.62368823491243
"96","1559170_at","ANKRD20A5P","440482","ankyrin repeat domain 20 family member A5, pseudogene",-1.82260994904584,3.28814986737512,-3.04441003361334,0.00493356971499986,0.00859224371848768,-2.81562347098741
"97","1559263_s_at","ZC3H12D","340152","zinc finger CCCH-type containing 12D",2.04203779643899,7.1100715702414,4.98294036678432,2.6874530586099e-05,0.000100829442356953,2.22031884691107
"98","1559399_s_at","ZCCHC10","54819","zinc finger CCHC-type containing 10",-0.6641762600961,2.96361154098314,-1.87096892634961,0.0715129290988448,0.0917374308141203,-5.23673814425723
"99","1559413_at","TCP11L2","255394","t-complex 11 like 2",0.651305535249143,3.7420126477283,1.5752722558646,0.126085912263554,0.15363985143615,-5.70952330733071
"100","1559419_at","CACNB2","783","calcium voltage-gated channel auxiliary subunit beta 2",0.0869332807627252,5.6472383413795,0.17650866056014,0.861126296062964,0.875438644473983,-6.91303453788776
"101","1559584_a_at","C16orf54","283897","chromosome 16 open reading frame 54",0.609296101033907,3.08211601865267,1.64257152729751,0.111317115894937,0.136966533638483,-5.60776492461384
"102","1559640_at","ANKFN1","162282","ankyrin repeat and fibronectin type III domain containing 1",0.432638789528835,4.39268156749671,0.844712742354456,0.40521473295924,0.442361243092605,-6.56782149470197
"103","1559646_a_at","LINC00184","100302691","long intergenic non-protein coding RNA 184",-1.63324816173262,3.15729709637664,-3.51176725170284,0.00148383920506663,0.00305625452594591,-1.67623264715059
"104","1559701_s_at","NDST2","8509","N-deacetylase and N-sulfotransferase 2",-1.19883535021888,3.26687900134954,-3.75464880970834,0.000779207286664156,0.0017553905224683,-1.05829999384414
"105","1560060_s_at","VPS37C","55048","VPS37C subunit of ESCRT-I",-1.13189718096771,7.39934605800497,-3.46365422470991,0.00168338717397354,0.00340472646359278,-1.79676894339801
"106","1560089_at","SLC25A25-AS1","100289019","SLC25A25 antisense RNA 1",-0.779483941811721,5.33541414287546,-1.875728838078,0.0708342315154451,0.0909724178548885,-5.22859857950677
"107","1560105_at","PTPRB","5787","protein tyrosine phosphatase receptor type B",0.25206389989555,2.65903171039804,0.635809119213031,0.52990736822674,0.564740244332458,-6.72328054890267
"108","1560119_at","LINC00937","389634","long intergenic non-protein coding RNA 937",0.210336464031118,3.996118838343,0.552609823894879,0.584782698727939,0.617194184252206,-6.77332901242923
"109","1560131_at","LOC100506497","100506497","uncharacterized LOC100506497",-0.0836552277509588,3.72353274094963,-0.168829443872481,0.867107689960507,0.880410901501651,-6.91439211080566
"110","1560132_a_at","LOC101927432","101927432","uncharacterized LOC101927432",1.07837254805154,2.75733494205478,3.84662687107673,0.000608856629635202,0.00142572750222582,-0.820593632571816
"111","1560690_at","LINC01153","101927889","long intergenic non-protein coding RNA 1153",0.0754141962460761,3.07631441034591,0.151786123722925,0.880410987703625,0.892347265217056,-6.91718981690988
"112","1560814_a_at","CCDC32","90416","coiled-coil domain containing 32",0.644752604319139,3.15387614832006,1.40798581230814,0.169809046761667,0.200151568401999,-5.94675390569878
"113","1561130_at","HECTD4","283450","HECT domain E3 ubiquitin protein ligase 4",0.877495408592532,5.52372078831346,1.55252859971789,0.131426655442894,0.159425903853054,-5.74310500744678
"114","1561394_s_at","KIAA1755","85449","KIAA1755",-0.88366814617038,3.26431994094391,-2.25920125722006,0.0315939462946358,0.0438750468494822,-4.522431651688
"115","1561973_at","SMARCC2","6601","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2",0.966286699600071,3.43605602085337,2.9609660503222,0.00607471407938772,0.01029107038963,-3.01074652296735
"116","1562020_s_at","NT5DC4","284958","5'-nucleotidase domain containing 4",-2.36039729637428,4.20950437195673,-3.47136323433023,0.00164975286370189,0.00334675995515805,-1.77750063631948
"117","1562412_at","GPR89B","51463","G protein-coupled receptor 89B",1.05681162459445,3.86036192165832,3.40385690546625,0.00196777223769553,0.00387885572440276,-1.94563158053533
"118","1562477_at","EBF2","64641","EBF transcription factor 2",0.480374395605276,3.10519022341022,1.22865576531557,0.229119019094692,0.264046097654945,-6.17511805127096
"119","1562720_at","LINC02254","101927286","long intergenic non-protein coding RNA 2254",0.185751368360977,3.21828702262857,0.426148996734294,0.673158728817472,0.700939331502742,-6.83622256210966
"120","1562743_at","ZNF33B","7582","zinc finger protein 33B",0.230414164724048,3.61940642951637,0.441990309215179,0.661788332952283,0.689633324762098,-6.82922118950139
"121","1563088_a_at","AATBC","284837","apoptosis associated transcript in bladder cancer",-0.655383805037641,4.28924035798805,-2.03375307109543,0.0512545518286229,0.0677298283902294,-4.94939295112139
"122","1563431_x_at","CALM3","808","calmodulin 3",-0.294995509680124,4.00734765608787,-0.771797077732996,0.446504265451295,0.483772871612152,-6.6268725725513
"123","1563521_at","MOB3B","79817","MOB kinase activator 3B",-0.133809981892256,3.77675076255632,-0.263825803694504,0.793787581543379,0.815449573318968,-6.89336598075829
"124","1563533_at","GADL1","339896","glutamate decarboxylase like 1",-0.0833268383947097,3.30134153565924,-0.15911414094954,0.874686452936208,0.887213369473235,-6.91602328932102
"125","1563674_at","FCRL2","79368","Fc receptor like 2",4.62453694994136,4.21483203437592,12.9543986402677,1.47375036115016e-13,1.91920329289135e-11,20.9399126921847
"126","1564520_s_at","PRMT5","10419","protein arginine methyltransferase 5",-0.63696207253526,4.20033224104529,-1.47539522897271,0.150926152659,0.180209665271927,-5.85390280295829
"127","1564637_a_at","FAM98B","283742","family with sequence similarity 98 member B",-0.412413116206082,2.70007966872688,-1.08158282255271,0.288386749747181,0.324928079466752,-6.34144655127337
"128","1564878_at","LINC01922","101927606","long intergenic non-protein coding RNA 1922",0.323048605865676,3.17295862388032,0.898334904100322,0.376435739641037,0.41453111863908,-6.52116457229268
"129","1564970_at","SETDB2","83852","SET domain bifurcated histone lysine methyltransferase 2",1.15318966160259,2.71585407266946,3.69100626146547,0.00092346468121128,0.0020272033268352,-1.22164917298142
"130","1565639_a_at","PMP22","5376","peripheral myelin protein 22",0.138769777041706,6.31051501997789,0.248422917239427,0.805565217180763,0.826446450256351,-6.89740003542176
"131","1566342_at","SOD2","6648","superoxide dismutase 2",-4.32532079460233,6.55423486993988,-7.29062521478716,5.10170279892393e-08,5.69672541096112e-07,8.41203059736126
"132","1566558_x_at","BAIAP2-DT","440465","BAIAP2 divergent transcript",-0.435439001479457,3.03590674345211,-1.16745365605336,0.252575780171967,0.288688681923621,-6.24667423994026
"133","1566761_a_at","LINC00884","401106","long intergenic non-protein coding RNA 884",0.198315854380562,5.09529744663369,0.412485630672519,0.683029560034532,0.710301477037456,-6.84205866918089
"134","1567213_at","PNN","5411","pinin, desmosome associated protein",2.7473973182992,5.12043043005014,6.21701726111849,8.95381766390132e-07,6.00441227727071e-06,5.5751038792514
"135","1568592_at","TRIM69","140691","tripartite motif containing 69",-1.16062598393766,5.564512980093,-3.18471490263667,0.00346068296169468,0.00630450230882735,-2.48144346451586
"136","1568618_a_at","GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1",-0.767378072166821,4.84224667198721,-1.90962460616669,0.0661600549898799,0.0854955640186125,-5.17017110134959
"137","1568678_s_at","FGFR1OP","11116","FGFR1 oncogene partner",0.673728862708323,2.82058953130575,2.27389548094526,0.0305868345277225,0.0427115361426551,-4.49350022453982
"138","1568680_s_at","YTHDC2","64848","YTH domain containing 2",1.63270915007257,5.26672673621844,3.05869276252558,0.00475992222656595,0.00832213340348494,-2.78194674096138
"139","1568736_s_at","DLGAP1","9229","DLG associated protein 1",0.531147253462892,3.3650203853696,1.36611666611415,0.182446409767663,0.21373655143124,-6.00252195070172
"140","1568780_at","LOC729732","729732","uncharacterized LOC729732",0.796459622347157,5.59210255500366,1.3760239579482,0.17939163420031,0.210585643287773,-5.98945882878939
"141","1568791_s_at","EDNRB-AS1","100505518","EDNRB antisense RNA 1",0.451423401309759,3.82646326190747,0.835075695486304,0.410530245369453,0.447558898340935,-6.57591753242538
"142","1568815_a_at","DDX50","79009","DExD-box helicase 50",0.856748697010349,5.99641020265013,1.87854999794621,0.0704346022800802,0.0905267397022234,-5.22376670877817
"143","1568834_s_at","CCDC90B","60492","coiled-coil domain containing 90B",0.778638890390233,4.56942646687309,1.82769182806924,0.0779449200347221,0.0991187533802906,-5.30999765368823
"144","1568934_at","CX3CR1","1524","C-X3-C motif chemokine receptor 1",0.0887778333409113,4.03590660754931,0.216550342013395,0.83008117499427,0.847934641561708,-6.90498015265981
"145","1569003_at","VMP1","81671","vacuole membrane protein 1",-0.492222449117924,4.51263478799448,-0.966459748075747,0.341838101268551,0.379225175823342,-6.45798577205205
"146","1569030_s_at","NUB1","51667","negative regulator of ubiquitin like proteins 1",-1.59462688902498,4.65330059090348,-2.90231676898128,0.00702195140952337,0.0116897393155653,-3.14617244405006
"147","1569077_x_at","ZNF836","162962","zinc finger protein 836",0.201236203274904,4.62503579968877,0.539679308047011,0.593555268967422,0.624982425879364,-6.78049214005203
"148","1569086_at","EML2-AS1","100287177","EML2 antisense RNA 1",-0.705083329174877,3.99249269871657,-2.28051239059505,0.0301428707224906,0.0421499027040855,-4.48042975194949
"149","1569095_at","MIR3945HG","731424","MIR3945 host gene",-1.39960246202571,3.64588361501217,-4.75597736804317,5.04252126336051e-05,0.000172806946860665,1.60311974220924
"150","1569110_x_at","LOC728613","728613","programmed cell death 6 pseudogene",0.725126961252404,5.3939499376949,1.2775764274022,0.211573547873742,0.245015035216952,-6.11555948366313
"151","1569129_s_at","C3orf38","285237","chromosome 3 open reading frame 38",0.950789992723402,4.60078200041356,2.97654198710384,0.00584427527963194,0.00996340342224415,-2.9745387357537
"152","1569594_a_at","NEMF","9147","nuclear export mediator factor",1.50912012190407,3.79206172558602,3.00914068685208,0.0053885457522634,0.00930270791445829,-2.89843878460066
"153","1569642_at","F2R","2149","coagulation factor II thrombin receptor",-1.20247478805305,4.6474658945221,-3.49206178972629,0.00156263111270706,0.00320220396040527,-1.72568042966356
"154","1569652_at","MLLT3","4300","MLLT3 super elongation complex subunit",-0.279097103618294,3.66395676887696,-0.513048759073714,0.611819579424116,0.64170320658227,-6.79472074767246
"155","1569940_at","SLC6A16","28968","solute carrier family 6 member 16",2.66495422363459,3.69830858456551,6.63791233477322,2.87161839811306e-07,2.40014978740837e-06,6.70062651646948
"156","1570025_at","TACC2","10579","transforming acidic coiled-coil containing protein 2",0.246960907009508,3.9627521592772,0.588096757869086,0.561038424701643,0.594309136846112,-6.75281825548026
"157","1570064_at","LOC100419741","100419741","zinc finger protein 772 pseudogene",0.236344428877068,3.14787609045646,0.717898900787051,0.478587039723276,0.5156274030859,-6.66723463983427
"158","1570155_at","LINC01111","101926978","long intergenic non-protein coding RNA 1111",0.0395921781512829,3.9462474641437,0.0922627496098636,0.92712631002543,0.933136104106872,-6.92462992509398
"159","1570210_x_at","PPP6R2","9701","protein phosphatase 6 regulatory subunit 2",1.0432965396362,7.19339643386467,2.04714907476149,0.0498376063468362,0.0660862355712149,-4.92494116098547
"160","1570505_at","ABCB4","5244","ATP binding cassette subfamily B member 4",0.126849578532807,4.41832771885552,0.204780834627845,0.839179767616308,0.85636216427377,-6.90751739832646
"161","1598_g_at","GAS6","2621","growth arrest specific 6",-1.00787383650518,6.60705161116069,-2.74119872722063,0.0103921964143597,0.0163624402982722,-3.51044139273492
"162","1729_at","TRADD","8717","TNFRSF1A associated via death domain",-0.982777955613183,6.08546433949452,-3.22989521630119,0.00308358115737131,0.00571290368623589,-2.37229918086949
