"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-3108214","SUMOylation of DNA damage response and repair proteins","22/1194","76/10571",2.129175191845e-05,0.00224327245486575,0.00177380236515949,"RANBP2/NUP153/NUP133/SP100/MDC1/TDG/WRN/BLM/UBE2I/SUMO1/CETN2/SMC3/RAD52/NUP205/NUP50/PIAS1/NUP107/SMC6/NSMCE4A/SEH1L/RNF168/NUP58",22
"R-HSA-69306","DNA Replication","31/1194","127/10571",2.2724165227191e-05,0.00224327245486575,0.00177380236515949,"GINS4/PSMB7/PSMB1/PSME3/PSMC2/PCNA/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/RFC5/DBF4/CDC7/POLE2/GINS1/CUL1/ANAPC5/MCM7/POLE3/PSMC5/CDC16/PSMD14/CCNA2/MCM5/GMNN/PSMD10/ANAPC7/E2F2/ANAPC16",31
"R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","32/1194","133/10571",2.30351831858252e-05,0.00224327245486575,0.00177380236515949,"MAPK1/CALM3/PSMB7/AHCYL1/PSMB1/PSME3/PSMC2/PSMA2/UBE2D2/PSMA1/PSMC6/PSMD12/PPP3CA/PSMD6/MAPK9/GAB2/KRAS/PDPK1/RASGRP1/CUL1/RAC1/PAK2/IKBKB/PSMC5/PSMD14/VAV3/PSMD10/GRB2/NRAS/NFATC3/MAP3K1/NFATC2",32
"R-HSA-2262752","Cellular responses to stress","76/1194","427/10571",3.14680162896656e-05,0.00281505049327345,0.00222591919772433,"MAPK1/TNRC6B/HSP90AB1/PTGES3/UBE2D3/PSMB7/PRDX6/PSMB1/DNAJA1/PSME3/PSMC2/CAPZA2/TXNRD1/PSMA2/UBE2D2/PRDX3/PSMA1/PSMC6/RANBP2/NUP153/NUP133/CDK4/PSMD12/PSMD6/CDC23/NBN/MAPK9/TFDP2/POT1/EEF1A1/IL6/HSPH1/NCF4/RAD50/ST13/ANAPC5/HSPA4/HIST1H1C/PSMC5/EED/CDC16/ATR/HIST1H2BD/HSP90AA1/YWHAE/MAPK11/TUBA1C/HSPA5/TUBA4A/NUP205/SUZ12/PSMD14/TUBA1B/DNAJC2/CCNA2/NUP50/H3F3A/H2AFZ/TUBB2B/DYNC1LI1/AGO1/NUP107/AGO3/PSMD10/SEH1L/DCTN4/EGLN1/ANAPC7/DNAJA2/HSPA14/BAG4/E2F2/ANAPC16/MDM2/NUP58/PRDX2",76
"R-HSA-5687128","MAPK6/MAPK4 signaling","24/1194","89/10571",3.35021265215216e-05,0.00281505049327345,0.00222591919772433,"TNRC6B/PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/CCND3/PSMD12/PRKACB/PSMD6/FOXO3/MAPK6/RAC1/XPO1/PAK2/PSMC5/PSMD14/SEPTIN7/AGO1/AGO3/PSMD10/CDC42EP5",24
"R-HSA-69620","Cell Cycle Checkpoints","56/1194","290/10571",3.55772574189377e-05,0.00281505049327345,0.00222591919772433,"YWHAZ/MAPRE1/PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/RANBP2/BIRC5/NUP133/PSMD12/PSMD6/CDC23/NBN/MDC1/KIF2A/RFC5/PPP2R5E/MAD2L1/BUB1B/DBF4/CDC7/CHEK1/WRN/BLM/RAD50/ANAPC5/SUMO1/XPO1/MCM7/NSL1/PSMC5/CDC16/SPC25/ATR/HIST1H2BD/YWHAE/PSMD14/YWHAQ/CLASP1/CCNA2/MCM5/YWHAB/DYNC1LI1/NUP107/PSMD10/SEH1L/ZWILCH/TAOK1/ANAPC7/RNF168/CENPN/ANAPC16/MDM2",56
"R-HSA-1660517","Synthesis of PIPs at the late endosome membrane","7/1194","11/10571",5.04233237170307e-05,0.00338533945494598,0.00267685858622568,"MTMR2/FIG4/PIK3C3/MTMR9/PIK3C2A/PIKFYVE/MTMR4",7
"R-HSA-72163","mRNA Splicing - Major Pathway","39/1194","182/10571",5.35965631110862e-05,0.00338533945494598,0.00267685858622568,"SYMPK/CWC27/POLR2B/SMNDC1/DDX46/BCAS2/SNRPE/CDC40/CSTF3/SNRPG/BUD31/SRRM2/YBX1/SRSF6/CDC5L/SF1/SF3B1/SRSF1/U2SURP/SRSF5/DNAJC8/HNRNPH1/SRSF7/PRPF40A/RBM22/CRNKL1/CWC15/PPIL3/CCAR1/RBM17/CPSF3/HNRNPA2B1/HNRNPC/MTREX/SLU7/AQR/RBM5/SRSF3/SNRNP200",39
"R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","23/1194","86/10571",5.59288786144289e-05,0.00338533945494598,0.00267685858622568,"PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/MAD2L1/PTTG1/BUB1B/AURKA/CUL1/ANAPC5/PSMC5/CDC16/PSMD14/CCNA2/PSMD10/ANAPC7/ANAPC16",23
"R-HSA-453276","Regulation of mitotic cell cycle","23/1194","86/10571",5.59288786144289e-05,0.00338533945494598,0.00267685858622568,"PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/MAD2L1/PTTG1/BUB1B/AURKA/CUL1/ANAPC5/PSMC5/CDC16/PSMD14/CCNA2/PSMD10/ANAPC7/ANAPC16",23
"R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","21/1194","75/10571",5.61549198687722e-05,0.00338533945494598,0.00267685858622568,"PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/MAD2L1/PTTG1/BUB1B/ANAPC5/PSMC5/CDC16/PSMD14/CCNA2/PSMD10/ANAPC7/ANAPC16",21
"R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","21/1194","76/10571",6.94663112679873e-05,0.00399747045751236,0.00316088335004095,"PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/MAD2L1/PTTG1/BUB1B/ANAPC5/PSMC5/CDC16/PSMD14/CCNA2/PSMD10/ANAPC7/ANAPC16",21
"R-HSA-72766","Translation","55/1194","291/10571",7.66384888897975e-05,0.00409669152030923,0.00323933951593422,"EIF3D/NARS/RPL6/EIF3A/EPRS/EIF1AX/EIF5B/EIF2S1/RARS/TRAM1/EIF4E/ETF1/EIF2B1/RPS4Y1/EIF3M/AIMP1/MTIF2/SRP54/MRPL33/EEF2/IARS/EEF1A1/GSPT2/RPN2/EIF3E/EIF5/EIF2S2/EIF3I/SRP72/RPS10/RPL37A/EEF1D/RPS9/PPA1/MRPL15/MRPS30/RPL14/SEC61A2/RPL15/MRPL17/MRPS23/MRPS15/MRPL47/MRPS5/EIF2S3/GFM1/RARS2/GFM2/MRPS18C/MRPL43/TUFM/YARS/RPS27L/EIF3B/MRPL30",55
"R-HSA-162909","Host Interactions of HIV factors","30/1194","129/10571",8.07639757102246e-05,0.00409669152030923,0.00323933951593422,"NPM1/RAN/PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/RANBP2/KPNA1/NUP153/NUP133/PSMD12/PSMD6/AP1G1/RAC1/XPO1/PAK2/PSMC5/SLC25A6/NUP205/PSMD14/KPNB1/NUP50/NUP107/PSMD10/SEH1L/CCNT1/NUP58",30
"R-HSA-5663202","Diseases of signal transduction","69/1194","389/10571",8.0898331759661e-05,0.00409669152030923,0.00323933951593422,"MAPK1/BCL2L11/CD80/POLR2B/RASAL2/CALM3/FGFR1OP/PHB/PSMB7/RAP1B/PSMB1/PSME3/PSMC2/PSMA2/FXR1/PSMA1/PSMC6/BCR/CSK/PSMD12/TENT4A/CPSF6/TNKS/ADAM10/RASA1/PSMD6/ZMYM2/STAT5A/SMAD2/PPP2R5E/CTBP1/PSEN1/GAB2/KRAS/FOXO3/PDPK1/CD86/FGF9/CUL1/RAC1/CSNK1A1/TGFBR2/PAPSS1/PSMC5/HSP90AA1/CTBP2/AKAP9/PSMD14/PTPN11/TBL1X/ADAM17/YWHAB/PSENEN/PSMD10/TBL1XR1/GRB2/HDAC8/ERLEC1/MIB1/TGFBR1/NRAS/ZC3HAV1/BAG4/MDM2/RASA2/ERBB4/FGFR1OP2/MIB2/JAG2",69
"R-HSA-69242","S Phase","35/1194","161/10571",9.38999473102748e-05,0.00444279645701817,0.0035130119153773,"GINS4/PSMB7/PSMB1/PSME3/PSMC2/PCNA/PSMA2/PSMA1/PSMC6/CDK4/PSMD12/PSMD6/CDC23/RFC5/TFDP2/CCNH/POLE2/GINS1/CUL1/ANAPC5/MCM7/POLE3/SMC3/PSMC5/CDC16/CDK7/WAPL/PSMD14/RBL2/CCNA2/MCM5/PSMD10/ANAPC7/ESCO1/ANAPC16",35
"R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","20/1194","72/10571",9.47515832065487e-05,0.00444279645701817,0.0035130119153773,"PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/MAD2L1/BUB1B/ANAPC5/PSMC5/CDC16/PSMD14/CCNA2/PSMD10/ANAPC7/ANAPC16",20
"R-HSA-72202","Transport of Mature Transcript to Cytoplasm","22/1194","84/10571",0.00011305872967538,0.00510200125361001,0.00403425891093633,"SYMPK/EIF4E/DDX39A/RANBP2/NUP153/NUP133/CHTOP/CDC40/SRSF6/SRSF1/NUP205/SRSF5/SRSF7/NUP50/THOC7/NUP107/SEH1L/SARNP/CPSF3/SLU7/SRSF3/NUP58",22
"R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","20/1194","73/10571",0.000116870486852046,0.00510200125361001,0.00403425891093633,"PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/MAD2L1/BUB1B/ANAPC5/PSMC5/CDC16/PSMD14/CCNA2/PSMD10/ANAPC7/ANAPC16",20
"R-HSA-72172","mRNA Splicing","39/1194","190/10571",0.000142440331656672,0.00601098199591155,0.00475300896159632,"SYMPK/CWC27/POLR2B/SMNDC1/DDX46/BCAS2/SNRPE/CDC40/CSTF3/SNRPG/BUD31/SRRM2/YBX1/SRSF6/CDC5L/SF1/SF3B1/SRSF1/U2SURP/SRSF5/DNAJC8/HNRNPH1/SRSF7/PRPF40A/RBM22/CRNKL1/CWC15/PPIL3/CCAR1/RBM17/CPSF3/HNRNPA2B1/HNRNPC/MTREX/SLU7/AQR/RBM5/SRSF3/SNRNP200",39
"R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase","21/1194","80/10571",0.000155116142073714,0.00633474309242975,0.00500901362010534,"PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/MAD2L1/BUB1B/CUL1/ANAPC5/PSMC5/CDC16/PSMD14/CCNA2/PSMD10/ANAPC7/ANAPC16",21
"R-HSA-3232142","SUMOylation of ubiquitinylation proteins","13/1194","38/10571",0.000163629135322116,0.0064735776661812,0.00511879301616224,"RANBP2/NUP153/NUP133/UBE2I/SUMO1/TRIM27/NUP205/NUP50/PIAS1/NUP107/SEH1L/MDM2/NUP58",13
"R-HSA-162906","HIV Infection","45/1194","232/10571",0.00018257893923872,0.00700439203261272,0.00553851901805496,"POLR2B/TAF10/NPM1/RAN/PSMB7/PSMB1/PSME3/TAF7/PSMC2/PSMA2/PSMA1/PSMC6/RANBP2/TSG101/KPNA1/NUP153/NUP133/PSMD12/GTF2H1/GTF2E2/PSMD6/AP1G1/CCNH/RNGTT/RAC1/XPO1/PAK2/PSMC5/CDK7/SLC25A6/NUP205/PSMD14/KPNB1/NUP50/CCNT2/PDCD6IP/VPS4B/NUP107/PSMD10/SEH1L/VTA1/NELFCD/CCNT1/TAF13/NUP58",45
"R-HSA-913531","Interferon Signaling","40/1194","199/10571",0.000188304393256045,0.00701156946653392,0.0055441943649071,"EIF4E/RANBP2/ABCE1/ARIH1/KPNA1/NUP153/NUP133/SP100/OAS1/TRIM38/ISG20/CIITA/OASL/SUMO1/HLA-DRA/PPM1B/HLA-DRB4/SOCS1/MID1/NUP205/PTPN11/NCAM1/PTPN2/TRIM22/HLA-DPA1/KPNA4/KPNB1/NUP50/HLA-DQA1/PIAS1/NUP107/HERC5/KPNA3/SEH1L/TRIM8/IP6K2/TRIM25/IRF5/NUP58/XAF1",40
"R-HSA-453279","Mitotic G1-G1/S phases","32/1194","149/10571",0.00023329587212226,0.00843864497447947,0.00667261276355698,"PSMB7/PSMB1/PSME3/PSMC2/PCNA/PSMA2/PSMA1/PSMC6/CCND3/MYBL2/CDK4/PPP2R2A/TK1/PSMD12/PSMD6/TFDP2/CCNH/DBF4/CDC7/POLE2/CUL1/MCM7/POLE3/PSMC5/CDK7/PSMD14/RBL2/CCNA2/MCM5/GMNN/PSMD10/E2F2",32
"R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)","21/1194","83/10571",0.000270583491760634,0.0086085363924096,0.00680694945471151,"CALM3/PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PPP3CA/PSMD6/KRAS/RASGRP1/CUL1/IKBKB/PSMC5/PSMD14/PSMD10/NRAS/NFATC3/NFATC2",21
"R-HSA-1483255","PI Metabolism","21/1194","83/10571",0.000270583491760634,0.0086085363924096,0.00680694945471151,"PITPNB/SACM1L/MTMR2/INPP5F/FIG4/PIK3C3/PIK3C2B/MTMR9/TNFAIP8/RAB5A/PIK3C2A/PIKFYVE/MTMR1/MTMR4/MTMR6/MTMR14/PLEKHA3/TNFAIP8L1/PIK3R5/TNFAIP8L3/GDPD5",21
"R-HSA-69239","Synthesis of DNA","27/1194","119/10571",0.000277190917530381,0.0086085363924096,0.00680694945471151,"GINS4/PSMB7/PSMB1/PSME3/PSMC2/PCNA/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/RFC5/POLE2/GINS1/CUL1/ANAPC5/MCM7/POLE3/PSMC5/CDC16/PSMD14/CCNA2/MCM5/PSMD10/ANAPC7/ANAPC16",27
"R-HSA-983169","Class I MHC mediated antigen processing & presentation","64/1194","369/10571",0.000278867597424682,0.0086085363924096,0.00680694945471151,"CANX/UBE2D3/PSMB7/PSMB1/SEC31A/PSME3/PSMC2/ARIH2/PSMA2/UBE2D2/TRIP12/PSMA1/PSMC6/UBE4A/ITGAV/PSMD12/PSMD6/SEC24B/CDC23/SIAH1/CUL1/NCF4/HUWE1/ANAPC5/FBXL5/UBA3/IKBKB/PSMC5/CDC16/SOCS1/UBE2E3/ERAP1/RNF114/HSPA5/FBXO21/PSMD14/UFL1/UBR2/FBXO9/TRIM37/DZIP3/RCHY1/BTBD1/HERC1/RNF138/PSMD10/SEC61A2/SPSB1/HERC5/ASB6/UBA6/UBE2R2/RNF19A/TRIM4/HECTD1/ANAPC7/KLHL42/FBXO22/TAP2/LONRF1/UBR1/RNF144B/KCTD6/MIB2",64
"R-HSA-3371556","Cellular response to heat stress","22/1194","89/10571",0.000279452534968259,0.0086085363924096,0.00680694945471151,"MAPK1/HSP90AB1/PTGES3/RANBP2/NUP153/NUP133/EEF1A1/HSPH1/ST13/HSPA4/ATR/HSP90AA1/YWHAE/HSPA5/NUP205/DNAJC2/NUP50/NUP107/SEH1L/HSPA14/BAG4/NUP58",22
"R-HSA-4615885","SUMOylation of DNA replication proteins","14/1194","45/10571",0.000289688210057216,0.0086085363924096,0.00680694945471151,"PCNA/RANBP2/BIRC5/NUP153/NUP133/AURKA/UBE2I/SUMO1/TOP1/NUP205/NUP50/NUP107/SEH1L/NUP58",14
"R-HSA-1445148","Translocation of SLC2A4 (GLUT4) to the plasma membrane","19/1194","72/10571",0.000292391046503644,0.0086085363924096,0.00680694945471151,"CALM3/YWHAZ/RAC1/YWHAE/TUBA1C/RHOQ/TUBA4A/YWHAQ/TUBA1B/C2CD5/KIF3A/TUBB2B/YWHAB/RALGAPB/EXOC1/RAB10/RALA/EXOC5/RALGAPA2",19
"R-HSA-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","19/1194","72/10571",0.000292391046503644,0.0086085363924096,0.00680694945471151,"PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/PTTG1/AURKA/ANAPC5/PSMC5/CDC16/PSMD14/PSMD10/ANAPC7/ANAPC16",19
"R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin","18/1194","67/10571",0.000329618676726307,0.00931679935069878,0.00736698776296212,"PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/PTTG1/ANAPC5/PSMC5/CDC16/PSMD14/PSMD10/ANAPC7/ANAPC16",18
"R-HSA-8876198","RAB GEFs exchange GTP for GDP on RABs","22/1194","90/10571",0.000331165853697824,0.00931679935069878,0.00736698776296212,"GDI2/TRAPPC12/RAB21/RAB1A/RAB5A/YWHAE/RAB7A/GAPVD1/DENND3/RAB3GAP1/DENND4A/DENND2D/ANKRD27/RAB9A/RAB10/RAB18/RIC1/RAB8B/DENND4C/DENND6A/MON1B/RAB3IP",22
"R-HSA-1852241","Organelle biogenesis and maintenance","53/1194","294/10571",0.000352988557138919,0.0095097576423981,0.0075195639127967,"IFT80/CALM3/FGFR1OP/SEPTIN2/MAPRE1/ATP5PO/CCT8/CCT4/GLUD1/CCT2/UNC119B/TFAM/MTX2/PCNT/PLK4/CCT5/NCOA1/CETN2/TRIP11/IDH2/HSP90AA1/AKAP9/YWHAE/MAPK11/TUBA1C/ATP5PB/TCTN3/TUBA4A/CHD9/TUBA1B/BBS4/CLASP1/NCOA2/ATF2/BBIP1/TBL1X/KIF3A/TUBB2B/ATP5F1C/CEP131/TFB2M/TNPO1/EXOC1/TBL1XR1/ASAP1/EXOC5/TFB1M/RAB11FIP3/NPHP3/APOOL/TGS1/RAB3IP/C2CD3",53
"R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","15/1194","51/10571",0.000353047874559803,0.0095097576423981,0.0075195639127967,"PSMB7/ODC1/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/PSMC5/PSMD14/AZIN1/OAZ1/PSMD10",15
"R-HSA-177243","Interactions of Rev with host cellular proteins","12/1194","36/10571",0.000383102214177248,0.0101043208989249,0.00798969749303866,"NPM1/RAN/RANBP2/NUP153/NUP133/XPO1/NUP205/KPNB1/NUP50/NUP107/SEH1L/NUP58",12
"R-HSA-1839117","Signaling by cytosolic FGFR1 fusion mutants","8/1194","18/10571",0.000399437833754948,0.0103201693374238,0.00816037335984868,"FGFR1OP/BCR/CPSF6/ZMYM2/STAT5A/GAB2/GRB2/FGFR1OP2",8
"R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes","20/1194","80/10571",0.000444567303010496,0.0112317548207783,0.00888118303364112,"EIF4E/RANBP2/ABCE1/ARIH1/KPNA1/NUP153/NUP133/OAS1/OASL/PPM1B/NUP205/KPNA4/KPNB1/NUP50/NUP107/HERC5/KPNA3/SEH1L/TRIM25/NUP58",20
"R-HSA-174084","Autodegradation of Cdh1 by Cdh1:APC/C","17/1194","63/10571",0.000452464056761212,0.0112317548207783,0.00888118303364112,"PSMB7/PSMB1/PSME3/PSMC2/PSMA2/PSMA1/PSMC6/PSMD12/PSMD6/CDC23/ANAPC5/PSMC5/CDC16/PSMD14/PSMD10/ANAPC7/ANAPC16",17
"R-HSA-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic","39/1194","201/10571",0.000475677269491917,0.0113799515091904,0.00899836524922266,"KDELR1/COPB2/CAPZA2/COPB1/GOLGA4/KIF5B/NSF/GCC2/KIF2A/COG5/MAN2A1/RAB1A/TRIP11/TUBA1C/TGOLN2/TUBA4A/TUBA1B/STX6/KLC1/BICD2/VAMP4/RAB3GAP1/KIF3A/TUBB2B/TMF1/MAN1A2/DYNC1LI1/KIF4A/STX16/RAB9A/KIF18B/COPZ1/DCTN4/RAB18/RIC1/KIF1B/KIF5A/TMED10/GALNT2",39
"R-HSA-3371453","Regulation of HSF1-mediated heat shock response","18/1194","69/10571",0.000487189271903984,0.0113799515091904,0.00899836524922266,"MAPK1/RANBP2/NUP153/NUP133/HSPH1/ST13/HSPA4/ATR/YWHAE/HSPA5/NUP205/DNAJC2/NUP50/NUP107/SEH1L/HSPA14/BAG4/NUP58",18
